OrderID,OrderDate,CustomerID,CustomerName,Region,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Sales,Profit
100068,2025-05-19,CUST0040,Customer_40,Central,P865,Pen Set,Stationery,2,326.81,0,653.62,274.59
100069,2025-04-09,CUST0028,Customer_28,East,P915,Cap,Apparel,12,268.6,0.2,2578.56,383.05
100070,2025-06-01,CUST0030,Customer_30,North,P865,Pen Set,Stationery,5,14.25,0.1,64.12,22.68
100071,2025-12-24,CUST0017,Customer_17,East,P884,T-Shirt,Apparel,1,261.74,0.05,248.65,73.37
100072,2025-09-02,CUST0015,Customer_15,South,P381,Laptop Stand,Electronics,8,40.74,0.15,277.03,41.84
100073,2025-06-05,CUST0011,Customer_11,Central,P826,Office Chair,Furniture,9,345.88,0.1,2801.63,625.6
100074,2025-08-19,CUST0057,Customer_57,North,P139,Marker Pack,Stationery,7,142.98,0.1,900.77,335.23
100075,2025-04-19,CUST0034,Customer_34,West,P283,USB-C Hub,Electronics,4,84.83,0,339.32,139.42
100076,2025-05-30,CUST0005,Customer_5,South,P497,Bookshelf,Furniture,12,132.96,0.2,1276.42,217.78
100077,2025-11-17,CUST0076,Customer_76,East,P566,Filing Cabinet,Furniture,2,248.7,0.15,422.79,130.69
100078,2025-03-26,CUST0040,Customer_40,East,P361,Whiteboard,Stationery,2,215.16,0,430.32,118.37
100079,2025-02-11,CUST0077,Customer_77,South,P381,Laptop Stand,Electronics,12,150.47,0,1805.64,800.86
100080,2025-10-22,CUST0076,Customer_76,Central,P932,Bluetooth Speaker,Electronics,10,25.78,0.2,206.24,53.16
100081,2025-04-03,CUST0075,Customer_75,North,P272,Jacket,Apparel,2,215.74,0.05,409.91,136.64
100082,2025-12-22,CUST0064,Customer_64,East,P361,Whiteboard,Stationery,9,24.22,0,217.98,80.95
100083,2025-09-21,CUST0001,Customer_1,West,P272,Jacket,Apparel,1,90.91,0,90.91,26.76
100084,2025-04-15,CUST0035,Customer_35,Central,P497,Bookshelf,Furniture,8,397.33,0.05,3019.71,1174.97
100085,2025-06-09,CUST0071,Customer_71,West,P361,Webcam,Electronics,7,49.2,0.2,275.52,7.5
100086,2025-03-20,CUST0064,Customer_64,West,P139,Marker Pack,Stationery,12,128.85,0.2,1236.96,200.04
100087,2025-07-16,CUST0025,Customer_25,Central,P826,Office Chair,Furniture,5,-349.52,0.2,1398.08,255.61
100088,2025-06-02,CUST0076,Customer_76,Central,P620,Hoodie,Apparel,8,246.05,0,1968.4,722.19
100089,2025-04-07,CUST0031,Customer_31,West,P620,Hoodie,Apparel,7,27.29,0.15,162.38,34.73
100090,2025-11-30,CUST0020,Customer_20,North,P884,T-Shirt,Apparel,3,230.01,0.1,621.03,184.24
100091,2025-09-27,CUST0059,Customer_59,East,P283,USB-C Hub,Electronics,7,392.95,0,2750.65,1186.34
100092,2025-11-29,CUST0011,Customer_11,West,P139,Marker Pack,Stationery,7,429.73,0.15,2556.89,361.93
100093,2025-02-05,CUST0031,Customer_31,North,P865,Pen Set,Stationery,12,47.95,0,575.4,149.55
100094,2025-01-15,CUST0006,Customer_6,Central,P033,Notebook Pack,Stationery,5,166.44,0.05,790.59,302.59
100095,2025-04-03,CUST0022,Customer_22,West,P826,Office Chair,Furniture,10,392.91,0.1,3536.19,704.16
100096,2025-08-25,CUST0033,Customer_33,East,P915,Cap,Apparel,11,12.15,0.2,106.92,17.87
100097,2025-08-15,CUST0045,Customer_45,West,P361,Whiteboard,Stationery,12,118.54,0.2,1137.98,248.18
100098,2025-07-15,CUST0074,Customer_74,West,P139,Marker Pack,Stationery,5,446.77,0,2233.85,992.98
100099,2025-12-18,CUST0007,Customer_7,South,P915,Cap,Apparel,4,276.32,0,1105.28,436.86
100100,2025-12-04,CUST0018,Customer_18,South,P928,Wireless Mouse,Electronics,5,356.57,0,1782.85,543.96
100101,2025-08-01,CUST0023,Customer_23,East,P519,Standing Desk,Furniture,9,395.4,0,3558.6,1129.1
100102,2025-09-04,CUST0038,Customer_38,South,P033,Notebook Pack,Stationery,8,433.6,0,3468.8,906.96
100103,2025-07-23,CUST0072,Customer_72,East,P033,Notebook Pack,Stationery,7,14.15,0.1,89.14,31.6
100104,2025-10-27,CUST0049,Customer_49,Central,P033,Notebook Pack,Stationery,11,111.35,0,1224.85,361.47
100105,2025-11-28,CUST0009,Customer_9,North,P915,Cap,Apparel,11,188.47,0,2073.17,909.42
100106,2025-02-19,CUST0031,Customer_31,Central,P566,Filing Cabinet,Furniture,8,171.99,0.15,1169.53,173.2
100107,2025-03-21,CUST0054,Customer_54,East,P381,Laptop Stand,Electronics,10,188.39,0,1883.9,832.35
100108,2025-05-01,CUST0047,Customer_47,West,P932,Bluetooth Speaker,Electronics,9,406.55,0.15,3110.11,769.6
100109,2025-08-21,CUST0012,Customer_12,South,P471,Desk Lamp,Furniture,1,30.36,0,30.36,11.81
100110,2025-10-11,CUST0027,Customer_27,North,P519,Standing Desk,Furniture,6,350.27,0.2,1681.3,52.27
100111,2025-03-08,CUST0070,Customer_70,East,P865,Pen Set,Stationery,2,300.19,0,600.38,250.39
100112,2025-06-15,CUST0003,Customer_3,North,P497,Bookshelf,Furniture,1,64.03,0.05,60.83,17.19
100113,2025-09-20,CUST0076,Customer_76,Central,P381,Laptop Stand,Electronics,9,105.92,0.1,857.95,323.31
100114,2025-01-16,CUST0008,Customer_8,West,P272,Jacket,Apparel,7,311.26,0.05,2069.88,483.48
100115,2025-11-08,CUST0019,Customer_19,East,P283,USB-C Hub,Electronics,5,283.95,0.1,1277.78,302.29
100116,2025-05-31,CUST0059,Customer_59,Central,P884,T-Shirt,Apparel,12,58.57,0.15,597.41,96.48
100117,2025-08-20,CUST0030,Customer_30,West,P915,Cap,Apparel,8,184.24,0.15,1252.83,407.14
100118,2025-03-20,CUST0061,Customer_61,East,P928,Wireless Mouse,Electronics,2,49.21,0,98.42,25.97
100119,2025-10-28,CUST0072,Customer_72,West,P033,Notebook Pack,Stationery,7,164.29,0.15,977.53,74.43
100120,2025-05-28,CUST0077,Customer_77,West,P597,Sticky Notes,Stationery,2,263.44,0,526.88,216.71
100121,2025-10-12,CUST0048,Customer_48,Central,P932,Bluetooth Speaker,Electronics,10,107.96,0.05,1025.62,203.73
100122,2025-01-14,CUST0078,Customer_78,East,P033,Notebook Pack,Stationery,3,128.79,0.2,309.1,66.75
100123,2025-03-15,CUST0073,Customer_73,Central,P884,T-Shirt,Apparel,3,335.51,0,1006.53,429.85
100124,2025-06-24,CUST0021,Customer_21,North,P597,Sticky Notes,Stationery,12,151.38,0.1,1634.9,365.02
100125,2025-01-26,CUST0011,Customer_11,East,P361,Whiteboard,Stationery,11,195.41,0.1,1934.56,514.78
100126,2025-06-26,CUST0056,Customer_56,East,P932,Bluetooth Speaker,Electronics,11,307.89,0.05,3217.45,908.56
100127,2025-11-03,CUST0008,Customer_8,East,P283,USB-C Hub,Electronics,5,425.83,0.2,1703.32,459.24
100128,2025-09-12,CUST0056,Customer_56,East,P519,Standing Desk,Furniture,7,243.4,0,1703.8,553.62
100129,2025-01-22,CUST0056,Customer_56,West,P381,Laptop Stand,Electronics,2,389.05,0.1,700.29,188.83
100130,2025-02-28,CUST0052,Customer_52,East,P932,Bluetooth Speaker,Electronics,3,362.18,0.1,977.89,255.31
100131,2025-05-05,CUST0056,Customer_56,South,P858,Socks Pack,Apparel,2,182.93,0,365.86,96.42
100132,2025-09-19,CUST0015,Customer_15,South,P497,Bookshelf,Furniture,6,329.5,0.2,1581.6,175.24
100133,2025-04-12,CUST0023,Customer_23,Central,P826,Office Chair,Furniture,3,428.47,0.15,1092.6,226.84
100134,2025-10-17,CUST0080,Customer_80,East,P597,Sticky Notes,Stationery,3,202.38,0.05,576.78,175.73
100135,2025-06-30,CUST0065,Customer_65,East,P932,Bluetooth Speaker,Electronics,8,207.75,0,1662.0,594.69
100136,2025-02-16,CUST0079,Customer_79,North,P272,Jacket,Apparel,10,253.01,0.2,2024.08,165.14
100137,2025-11-30,CUST0025,Customer_25,East,P139,Marker Pack,Stationery,8,229.6,0,1836.8,619.68
100138,2025-11-27,CUST0023,Customer_23,Central,P283,USB-C Hub,Electronics,12,201.49,0.05,2296.99,650.37
100139,2025-05-25,CUST0050,Customer_50,East,P915,Cap,Apparel,11,272.27,0.2,2395.98,276.37
100140,2025-12-14,CUST0050,Customer_50,East,P597,Sticky Notes,Stationery,12,384.39,0.1,4151.41,607.4
100141,2025-06-29,CUST0040,Customer_40,West,P620,Hoodie,Apparel,10,321.3,0,3213.0,1197.18
100142,2025-03-07,CUST0068,Customer_68,South,P381,Laptop Stand,Electronics,9,167.93,0,1511.37,563.41
100143,2025-04-09,CUST0029,Customer_29,Central,P519,Standing Desk,Furniture,2,138.74,0.2,221.98,62.35
100144,2025-01-20,CUST0044,Customer_44,Central,P471,Desk Lamp,Furniture,7,76.18,0,533.26,129.14
100145,2025-08-13,CUST0006,Customer_6,West,P915,Cap,Apparel,11,326.06,0.05,3407.33,887.17
100146,2025-08-29,CUST0025,Customer_25,Central,P139,Marker Pack,Stationery,8,212.06,0,1696.48,433.4
100147,2025-04-13,CUST0078,Customer_78,North,P497,Bookshelf,Furniture,1,291.4,0.2,233.12,45.81
100148,2025-03-05,CUST0037,Customer_37,West,P283,USB-C Hub,Electronics,5,206.6,0.1,929.7,323.5
100149,2025-08-19,CUST0045,Customer_45,North,P381,Laptop Stand,Electronics,1,183.23,0,183.23,71.65
100150,2025-02-20,CUST0043,Customer_43,South,P519,Standing Desk,Furniture,1,134.8,0.2,107.84,17.78
100151,2025-11-12,CUST0001,Customer_1,Central,P928,Wireless Mouse,Electronics,5,103.32,0,516.6,161.59
100152,2025-05-28,CUST0031,Customer_31,West,P033,Notebook Pack,Stationery,1,113.39,0.15,96.38,11.51
100153,2025-09-13,CUST0077,Customer_77,North,P361,Webcam,Electronics,10,114.94,0,1149.4,433.53
100154,2025-08-02,CUST0024,Customer_24,Central,P361,Webcam,Electronics,6,37.91,0.1,204.71,48.67
100155,2025-08-29,CUST0006,Customer_6,East,P915,Cap,Apparel,5,338.31,0,1691.55,427.74
100156,2025-02-23,CUST0075,Customer_75,South,P865,Pen Set,Stationery,1,163.72,0,163.72,40.38
100157,2025-12-23,CUST0062,Customer_62,South,P519,Standing Desk,Furniture,2,324.49,0.05,616.53,253.59
100158,2025-01-22,CUST0041,Customer_41,North,P139,Marker Pack,Stationery,7,445.19,0.1,2804.7,721.9
100159,2025-07-02,CUST0007,Customer_7,West,P597,Sticky Notes,Stationery,2,361.31,0.05,686.49,128.36
100160,2025-04-06,CUST0064,Customer_64,North,P915,Cap,Apparel,9,125.89,0,1133.01,303.91
100161,2025-04-03,CUST0070,Customer_70,West,P597,Sticky Notes,Stationery,2,43.39,0.15,73.76,19.62
100162,2025-12-20,CUST0057,Customer_57,West,P361,Whiteboard,Stationery,1,329.25,0,329.25,97.55
100163,2025-01-30,CUST0010,Customer_10,North,P915,Cap,Apparel,9,362.08,0.15,2769.91,847.28
100164,2025-08-13,CUST0005,Customer_5,Central,P826,Office Chair,Furniture,4,352.1,0,1408.4,506.27
100165,2025-08-19,CUST0048,Customer_48,East,P361,Whiteboard,Stationery,2,261.67,0.1,471.01,135.16
100166,2025-02-28,CUST0004,Customer_4,East,P566,Filing Cabinet,Furniture,9,179.05,0.1,1450.31,516.57
100167,2025-11-10,CUST0037,Customer_37,West,P620,Hoodie,Apparel,2,67.99,0,135.98,45.82
100168,2025-06-13,CUST0045,Customer_45,South,P361,Webcam,Electronics,9,136.34,0,1227.06,291.01
100169,2025-03-04,CUST0026,Customer_26,West,P519,Standing Desk,Furniture,8,19.62,0.1,141.26,32.48
100170,2025-11-10,CUST0012,Customer_12,West,P932,Bluetooth Speaker,Electronics,7,449.82,0.15,2676.43,567.83
100171,2025-02-07,CUST0017,Customer_17,Central,P033,Notebook Pack,Stationery,8,213.9,0.1,1540.08,451.54
100172,2025-03-08,CUST0056,Customer_56,South,P928,Wireless Mouse,Electronics,9,75.63,0,680.67,278.74
100173,2025-05-26,CUST0011,Customer_11,East,P865,Pen Set,Stationery,11,430.71,0,4737.81,1983.76
100174,2025-11-25,CUST0022,Customer_22,Central,P519,Standing Desk,Furniture,11,284.02,0.1,2811.8,829.78
100175,2025-02-11,CUST0006,Customer_6,Central,P865,Pen Set,Stationery,10,192.13,0.15,1633.11,561.85
100176,2025-09-05,CUST0032,Customer_32,West,P915,Cap,Apparel,8,40.25,0,322.0,132.17
100177,2025-11-07,CUST0019,Customer_19,South,P597,Sticky Notes,Stationery,12,444.71,0,5336.52,1100.16
100178,2025-02-24,CUST0041,Customer_41,North,P566,Filing Cabinet,Furniture,2,126.22,0,252.44,104.71
100179,2025-11-12,CUST0054,Customer_54,South,P519,Standing Desk,Furniture,6,420.72,0.15,2145.67,559.95
100180,2025-09-13,CUST0040,Customer_40,South,P884,T-Shirt,Apparel,2,425.79,0.1,766.42,200.71
100181,2025-01-26,CUST0037,Customer_37,North,P858,Socks Pack,Apparel,11,305.25,0,3357.75,1060.47
100182,2025-07-07,CUST0052,Customer_52,Central,P033,Notebook Pack,Stationery,7,30.61,0.1,192.84,64.56
100183,2025-08-19,CUST0071,Customer_71,West,P139,Marker Pack,Stationery,11,278.08,0,3058.88,630.83
100184,2025-10-13,CUST0047,Customer_47,North,P519,Standing Desk,Furniture,10,233.03,0.1,2097.27,792.15
100185,2025-08-31,CUST0067,Customer_67,Central,P620,Hoodie,Apparel,10,402.76,0,4027.6,1482.19
100186,2025-11-12,CUST0039,Customer_39,West,P139,Marker Pack,Stationery,9,243.29,0.15,1861.17,348.74
100187,2025-12-11,CUST0015,Customer_15,North,P858,Socks Pack,Apparel,5,360.17,0.15,1530.72,147.62
100188,2025-12-02,CUST0075,Customer_75,Central,P826,Office Chair,Furniture,10,220.36,0.1,1983.24,424.73
100189,2025-12-15,CUST0032,Customer_32,West,P361,Webcam,Electronics,12,56.57,0,678.84,230.63
100190,2025-07-30,CUST0065,Customer_65,West,P884,T-Shirt,Apparel,12,69.03,0,828.36,256.61
100191,2025-03-30,CUST0059,Customer_59,East,P139,Marker Pack,Stationery,6,306.73,0.2,1472.3,128.4
100192,2025-05-07,CUST0036,Customer_36,West,P865,Pen Set,Stationery,5,348.86,0.15,1482.66,432.91
100193,2025-05-21,CUST0037,Customer_37,South,P361,Webcam,Electronics,11,248.09,0.05,2592.54,533.26
100194,2025-02-10,CUST0045,Customer_45,East,P915,Cap,Apparel,12,219.75,0,2637.0,640.82
100195,2025-03-12,CUST0014,Customer_14,South,P519,Standing Desk,Furniture,1,304.07,0.1,273.66,89.27
100196,2025-08-30,CUST0013,Customer_13,West,P826,Office Chair,Furniture,9,440.24,0,3962.16,1379.91
100197,2025-05-28,CUST0042,Customer_42,North,P033,Notebook Pack,Stationery,2,296.32,0,592.64,187.4
100198,2025-04-01,CUST0005,Customer_5,north,P272,Jacket,Apparel,3,421.98,0.2,1012.75,23.41
100199,2025-02-24,CUST0043,Customer_43,South,P361,Whiteboard,Stationery,11,248.14,0.05,2593.06,485.0
100200,2025-04-09,CUST0015,Customer_15,North,P865,Pen Set,Stationery,12,210.84,0,2530.08,684.01
100201,2025-10-18,CUST0025,Customer_25,East,P471,Desk Lamp,Furniture,11,404.49,0.2,3559.51,636.59
100202,2025-04-05,CUST0018,Customer_18,East,P915,Cap,Apparel,4,11.02,0.05,41.88,15.04
100203,2025-10-21,CUST0002,Customer_2,East,P597,Sticky Notes,Stationery,12,112.45,0.15,1146.99,364.94
100204,2025-12-27,CUST0040,Customer_40,West,P932,Bluetooth Speaker,Electronics,6,279.66,0,1677.96,353.48
100205,2025-11-07,CUST0048,Customer_48,South,P858,Socks Pack,Apparel,8,342.75,0.2,2193.6,230.26
100206,2025-11-02,CUST0011,Customer_11,Central,P858,Socks Pack,Apparel,12,167.91,0.1,1813.43,648.7
100207,2025-10-02,CUST0020,Customer_20,Central,P497,Bookshelf,Furniture,9,203.29,0.15,1555.17,454.93
100208,2025-08-17,CUST0008,Customer_8,West,P620,Hoodie,Apparel,9,191.62,0.1,1552.12,578.71
100209,2025-01-12,CUST0051,Customer_51,East,P033,Notebook Pack,Stationery,12,104.31,0,1251.72,549.1
100210,2025-01-31,CUST0009,Customer_9,West,P884,T-Shirt,Apparel,5,188.72,0.2,754.88,203.95
100211,2025-08-18,CUST0049,Customer_49,East,P884,T-Shirt,Apparel,11,434.15,0.2,3820.52,550.04
100212,2025-07-21,CUST0068,Customer_68,Central,P519,Standing Desk,Furniture,1,342.23,0,342.23,114.39
100213,2025-04-28,CUST0032,Customer_32,North,P915,Cap,Apparel,3,129.84,0.15,331.09,42.31
100214,2025-01-09,CUST0031,Customer_31,North,P826,Office Chair,Furniture,2,270.52,0.05,513.99,135.56
100215,2025-08-13,CUST0030,Customer_30,Central,P826,Office Chair,Furniture,3,230.72,0,692.16,270.95
100216,2025-12-11,CUST0042,Customer_42,East,P497,Bookshelf,Furniture,3,443.68,0.1,1197.94,392.31
100217,2025-10-30,CUST0023,Customer_23,West,P858,Socks Pack,Apparel,8,28.72,0,229.76,49.31
100218,2025-08-02,CUST0053,Customer_53,South,P497,Bookshelf,Furniture,7,89.27,0.1,562.4,144.74
100219,2025-08-26,CUST0008,Customer_8,South,P272,Jacket,Apparel,9,242.26,0.05,2071.32,739.75
100220,2025-08-19,CUST0048,Customer_48,Central,P361,Webcam,Electronics,12,374.6,0,4495.2,1721.14
100221,2025-04-07,CUST0076,Customer_76,North,P566,Filing Cabinet,Furniture,4,392.31,0,1569.24,587.21
100222,2025-03-02,CUST0062,Customer_62,East,P471,Desk Lamp,Furniture,12,98.39,0,1180.68,368.35
100223,2025-07-03,CUST0040,Customer_40,West,P597,Sticky Notes,Stationery,9,398.2,0.05,3404.61,1345.17
100224,2025-04-15,CUST0048,Customer_48,North,P361,Whiteboard,Stationery,1,256.64,0,256.64,67.93
100225,2025-10-24,CUST0054,Customer_54,South,P865,Pen Set,Stationery,4,153.8,0.05,584.44,158.45
100226,2025-12-17,CUST0044,Customer_44,East,P361,Whiteboard,Stationery,12,291.63,0.05,3324.58,996.65
100227,2025-09-08,CUST0024,Customer_24,North,P361,Webcam,Electronics,1,378.87,0,378.87,80.97
100228,2025-11-19,CUST0030,Customer_30,Central,P283,USB-C Hub,Electronics,1,104.67,0.05,99.44,32.11
100229,2025-09-05,CUST0063,Customer_63,East,P928,Wireless Mouse,Electronics,9,251.83,0,2266.47,1010.43
100230,2025-09-15,CUST0056,Customer_56,Central,P826,Office Chair,Furniture,2,239.78,0,479.56,192.79
100231,2025-07-23,CUST0011,Customer_11,North,P361,Whiteboard,Stationery,8,257.73,0.15,1752.56,502.13
100232,2025-01-17,CUST0012,Customer_12,South,P272,Jacket,Apparel,7,252.29,0,1766.03,513.58
100233,2025-11-27,CUST0043,Customer_43,Central,P361,Webcam,Electronics,1,109.56,0.2,87.65,8.43
100234,2025-02-08,CUST0036,Customer_36,West,P283,USB-C Hub,Electronics,6,14.92,0,89.52,27.15
100235,2025-10-16,CUST0031,Customer_31,North,P858,Socks Pack,Apparel,6,177.66,0.15,906.07,282.5
100236,2025-01-28,CUST0013,Customer_13,Central,P620,Hoodie,Apparel,2,158.54,0.2,253.66,30.6
100237,2025-01-16,CUST0035,Customer_35,Central,P272,Jacket,Apparel,4,165.27,0.05,628.03,193.06
100238,2025-11-13,CUST0038,Customer_38,South,P826,Office Chair,Furniture,2,126.44,0.05,240.24,56.16
100239,2025-02-24,CUST0012,Customer_12,North,P932,Bluetooth Speaker,Electronics,8,167.08,0,1336.64,567.33
100240,2025-10-12,CUST0066,Customer_66,Central,P884,T-Shirt,Apparel,1,47.61,0.1,42.85,15.56
100241,2025-01-07,CUST0038,Customer_38,South,P272,Jacket,Apparel,2,328.38,0.1,591.08,81.24
100242,2025-07-14,CUST0022,Customer_22,West,P497,Bookshelf,Furniture,5,126.64,0,633.2,274.92
100243,2025-02-09,CUST0047,Customer_47,West,P865,Pen Set,Stationery,12,284.26,0.1,3070.01,668.01
